"","X","Pollster","Dates","start_date","end_date","observations","sample_subpopulation","McCain","Obama2008","Barr","Nader","Other","Undecided","Margin","Year","State","EndDaysUntil","StartDaysUntil","MidDaysUntil","Dem2P","Rep2P","DemVote","RepVote","VoteErrorAbs","McKinney","NV","Refuse","Not.Voting","Paul","survey_house","ActualMargin","PollMargin","Romney","Obama2012","poll_slug","question_text","margin_of_error","mode","partisanship","partisan_affiliation","None","Refused","Trump","Clinton","Johnson","McMullin","MidDaysFactor","competitive","MarginError","MarginErrorAbs","VoteError","PVRepVote","PVDemVote","PVMargin"
"3228",3228,NA,NA,"6/20/2016","6/20/2016",1060,"Likely Voters",NA,NA,NA,NA,"6","6",NA,2016,"AZ",141,141,141,0.528,0.472,0.454,0.546,7.4,NA,NA,NA,NA,NA,"OH Predictive Insights (R)",-4,5,NA,NA,"oh-predictive-insights-r-24751",1,3.01,"Automated Phone","Pollster","Rep",NA,NA,42,47,NA,NA,"Summer","competitive",-9,9,-0.074,0.546133802237032,0.453866197762968,-0.0906476622417532
"3229",3229,NA,NA,"6/11/2016","6/20/2016",300,"Likely Voters",NA,NA,NA,NA,"6","3",NA,2016,"AZ",141,150,145.5,0.473,0.527,0.454,0.546,1.9,NA,NA,NA,NA,NA,"GQR (D-Democracy Corps/Women's Voices Women Vote)",-4,-5,NA,NA,"gqr-d-democracy-corps-women-s-voices-women-vote-24841",1,5.66,"Live Phone","Sponsor","Dem",NA,NA,48,43,NA,NA,"Summer","competitive",1,1,-0.019,0.546133802237032,0.453866197762968,-0.0906476622417532
"3230",3230,NA,NA,"6/11/2016","6/20/2016",300,"Likely Voters",NA,NA,NA,NA,"3","4",NA,2016,"AZ",141,150,145.5,0.464,0.536,0.454,0.546,1,NA,NA,NA,NA,NA,"GQR (D-Democracy Corps/Women's Voices Women Vote)",-4,-6,NA,NA,"gqr-d-democracy-corps-women-s-voices-women-vote-24841",1,5.66,"Live Phone","Sponsor","Dem",NA,NA,45,39,10,NA,"Summer","competitive",2,2,-0.01,0.546133802237032,0.453866197762968,-0.0906476622417532
"3231",3231,NA,NA,"5/13/2016","5/15/2016",896,"Likely Voters",NA,NA,NA,NA,"2","13",NA,2016,"AZ",177,179,178,0.487,0.513,0.454,0.546,3.3,NA,NA,NA,NA,NA,"PPP (D)",-4,-2,NA,NA,"ppp-d-24504",1,3.3,"IVR/Online","Pollster","Dem",NA,NA,40,38,6,NA,"Primary","competitive",-2,2,-0.033,0.546133802237032,0.453866197762968,-0.0906476622417532
"3232",3232,NA,NA,"5/13/2016","5/15/2016",896,"Likely Voters",NA,NA,NA,NA,NA,"14",NA,2016,"AZ",177,179,178,0.477,0.523,0.454,0.546,2.3,NA,NA,NA,NA,NA,"PPP (D)",-4,-4,NA,NA,"ppp-d-24504",1,3.3,"IVR/Online","Pollster","Dem",NA,NA,45,41,NA,NA,"Primary","competitive",0,0,-0.023,0.546133802237032,0.453866197762968,-0.0906476622417532
"3233",3233,NA,NA,"4/4/2016","4/11/2016",564,"Registered Voters",NA,NA,NA,NA,NA,"23",NA,2016,"AZ",211,218,214.5,0.545,0.455,0.454,0.546,9.1,NA,NA,NA,NA,NA,"Behavior Research Center",-4,7,NA,NA,"behavior-research-center-24357",1,4.2,"Live Phone","Nonpartisan","None",NA,NA,35,42,NA,NA,"Primary","competitive",-11,11,-0.091,0.546133802237032,0.453866197762968,-0.0906476622417532
"3234",3234,NA,NA,"3/7/2016","3/11/2016",701,"Likely Voters",NA,NA,NA,NA,"9","15",NA,2016,"AZ",242,246,244,0.5,0.5,0.454,0.546,4.6,NA,NA,NA,NA,NA,"Merrill/WestGroup",-4,0,NA,NA,"merrill-westgroup-24105",1,3.7,"Live Phone","Nonpartisan","None",NA,NA,38,38,NA,NA,"Primary","competitive",-4,4,-0.046,0.546133802237032,0.453866197762968,-0.0906476622417532
"3235",3235,NA,NA,"12/4/2015","12/9/2015",504,"Likely Voters",NA,NA,NA,NA,NA,"13",NA,2016,"AZ",335,340,337.5,0.488,0.512,0.454,0.546,3.4,NA,NA,NA,NA,NA,"Strategies 360",-4,-2,NA,NA,"strategies-360-23359",1,4.4,"Live Phone","Nonpartisan","None",NA,NA,44,42,NA,NA,"Pre-Primary","competitive",-2,2,-0.034,0.546133802237032,0.453866197762968,-0.0906476622417532
"3236",3236,NA,NA,"11/1/2016","11/7/2016",930,"Likely Voters",NA,NA,NA,NA,"9","2",NA,2016,"AR",1,7,4,0.364,0.636,0.378,0.622,1.4,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-24,NA,NA,"surveymonkey-26807",NA,NA,"Internet","Nonpartisan","None",NA,NA,56,32,NA,NA,"Last week","noncompetitive",-3,3,0.014,0.621544053512296,0.378455946487704,-0.23687945782389
"3237",3237,NA,NA,"10/30/2016","11/6/2016",323,"Likely Voters",NA,NA,NA,NA,"6",NA,NA,2016,"AR",2,9,5.5,0.394,0.606,0.378,0.622,1.6,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-20,NA,NA,"upi-cvoter-26793",NA,NA,"Internet","Nonpartisan","None",NA,NA,57,37,NA,NA,"Last week","noncompetitive",-7,7,-0.016,0.621544053512296,0.378455946487704,-0.23687945782389
"3238",3238,NA,NA,"10/30/2016","11/6/2016",798,"Likely Voters",NA,NA,NA,NA,"9","2",NA,2016,"AR",2,9,5.5,0.382,0.618,0.378,0.622,0.4,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-21,NA,NA,"surveymonkey-26769",NA,NA,"Internet","Nonpartisan","None",NA,NA,55,34,NA,NA,"Last week","noncompetitive",-6,6,-0.004,0.621544053512296,0.378455946487704,-0.23687945782389
"3239",3239,NA,NA,"10/17/2016","11/6/2016",515,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"AR",2,22,12,0.418,0.582,0.378,0.622,4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-15,NA,NA,"ipsos-reuters-26806",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,38,NA,NA,"2 Weeks to Go","noncompetitive",-12,12,-0.04,0.621544053512296,0.378455946487704,-0.23687945782389
"3240",3240,NA,NA,"10/29/2016","11/4/2016",781,"Likely Voters",NA,NA,NA,NA,"9","2",NA,2016,"AR",4,10,7,0.382,0.618,0.378,0.622,0.4,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-21,NA,NA,"surveymonkey-26731",NA,NA,"Internet","Nonpartisan","None",NA,NA,55,34,NA,NA,"Last week","noncompetitive",-6,6,-0.004,0.621544053512296,0.378455946487704,-0.23687945782389
"3241",3241,NA,NA,"10/28/2016","11/3/2016",696,"Likely Voters",NA,NA,NA,NA,"9","2",NA,2016,"AR",5,11,8,0.382,0.618,0.378,0.622,0.4,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-21,NA,NA,"surveymonkey-26694",NA,NA,"Internet","Nonpartisan","None",NA,NA,55,34,NA,NA,"2 Weeks to Go","noncompetitive",-6,6,-0.004,0.621544053512296,0.378455946487704,-0.23687945782389
"3242",3242,NA,NA,"10/14/2016","11/3/2016",493,"Likely Voters",NA,NA,NA,NA,NA,"11",NA,2016,"AR",5,25,15,0.438,0.562,0.378,0.622,6,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-11,NA,NA,"ipsos-reuters-26743",NA,NA,"Internet","Nonpartisan","None",NA,NA,50,39,NA,NA,"3 Weeks to Go","noncompetitive",-16,16,-0.06,0.621544053512296,0.378455946487704,-0.23687945782389
"3243",3243,NA,NA,"10/27/2016","11/2/2016",593,"Likely Voters",NA,NA,NA,NA,"8","2",NA,2016,"AR",6,12,9,0.404,0.596,0.378,0.622,2.6,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-17,NA,NA,"surveymonkey-26660",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,36,NA,NA,"2 Weeks to Go","noncompetitive",-10,10,-0.026,0.621544053512296,0.378455946487704,-0.23687945782389
"3244",3244,NA,NA,"10/26/2016","11/1/2016",475,"Likely Voters",NA,NA,NA,NA,"8","2",NA,2016,"AR",7,13,10,0.422,0.578,0.378,0.622,4.4,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-14,NA,NA,"surveymonkey-26619",NA,NA,"Internet","Nonpartisan","None",NA,NA,52,38,NA,NA,"2 Weeks to Go","noncompetitive",-13,13,-0.044,0.621544053512296,0.378455946487704,-0.23687945782389
"3245",3245,NA,NA,"10/25/2016","10/31/2016",484,"Likely Voters",NA,NA,NA,NA,"7","2",NA,2016,"AR",8,14,11,0.429,0.571,0.378,0.622,5.1,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-13,NA,NA,"surveymonkey-26596",NA,NA,"Internet","Nonpartisan","None",NA,NA,52,39,NA,NA,"2 Weeks to Go","noncompetitive",-14,14,-0.051,0.621544053512296,0.378455946487704,-0.23687945782389
"3246",3246,NA,NA,"10/24/2016","10/30/2016",446,"Likely Voters",NA,NA,NA,NA,"7","2",NA,2016,"AR",9,15,12,0.411,0.589,0.378,0.622,3.3,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-16,NA,NA,"surveymonkey-26572",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,37,NA,NA,"2 Weeks to Go","noncompetitive",-11,11,-0.033,0.621544053512296,0.378455946487704,-0.23687945782389
"3247",3247,NA,NA,"10/23/2016","10/29/2016",324,"Likely Voters",NA,NA,NA,NA,"5",NA,NA,2016,"AR",10,16,13,0.389,0.611,0.378,0.622,1.1,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-21,NA,NA,"upi-cvoter-26592",NA,NA,"Internet","Nonpartisan","None",NA,NA,58,37,NA,NA,"2 Weeks to Go","noncompetitive",-6,6,-0.011,0.621544053512296,0.378455946487704,-0.23687945782389
"3248",3248,NA,NA,"10/20/2016","10/28/2016",524,"Likely Voters",NA,NA,NA,NA,"9","2",NA,2016,"AR",11,19,15,0.409,0.591,0.378,0.622,3.1,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-16,NA,NA,"surveymonkey-26537",NA,NA,"Internet","Nonpartisan","None",NA,NA,52,36,NA,NA,"3 Weeks to Go","noncompetitive",-11,11,-0.031,0.621544053512296,0.378455946487704,-0.23687945782389
"3249",3249,NA,NA,"10/7/2016","10/27/2016",681,"Likely Voters",NA,NA,NA,NA,NA,"13",NA,2016,"AR",12,32,22,0.391,0.609,0.378,0.622,1.3,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-19,NA,NA,"ipsos-reuters-26585",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,34,NA,NA,"4 Weeks to Go","noncompetitive",-8,8,-0.013,0.621544053512296,0.378455946487704,-0.23687945782389
"3250",3250,NA,NA,"10/18/2016","10/26/2016",570,"Likely Voters",NA,NA,NA,NA,"11","2",NA,2016,"AR",13,21,17,0.391,0.609,0.378,0.622,1.3,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-19,NA,NA,"surveymonkey-26499",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,34,NA,NA,"3 Weeks to Go","noncompetitive",-8,8,-0.013,0.621544053512296,0.378455946487704,-0.23687945782389
"3251",3251,NA,NA,"10/18/2016","10/25/2016",585,"Likely Voters",NA,NA,NA,NA,NA,"18",NA,2016,"AR",14,21,17.5,0.378,0.622,0.378,0.622,0,NA,NA,NA,NA,NA,"U of Arkansas",-27,-20,NA,NA,"u-of-arkansas-26670",NA,4.1,"Live Phone","Nonpartisan","None",NA,NA,51,31,NA,NA,"3 Weeks to Go","noncompetitive",-7,7,0,0.621544053512296,0.378455946487704,-0.23687945782389
"3252",3252,NA,NA,"10/18/2016","10/24/2016",498,"Likely Voters",NA,NA,NA,NA,"12","2",NA,2016,"AR",15,21,18,0.379,0.621,0.378,0.622,0.1,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-21,NA,NA,"surveymonkey-26441",NA,NA,"Internet","Nonpartisan","None",NA,NA,54,33,NA,NA,"3 Weeks to Go","noncompetitive",-6,6,-0.001,0.621544053512296,0.378455946487704,-0.23687945782389
"3253",3253,NA,NA,"10/17/2016","10/23/2016",410,"Likely Voters",NA,NA,NA,NA,"11","2",NA,2016,"AR",16,22,19,0.372,0.628,0.378,0.622,0.6,NA,NA,NA,NA,NA,"SurveyMonkey",-27,-22,NA,NA,"surveymonkey-26431",NA,NA,"Internet","Nonpartisan","None",NA,NA,54,32,NA,NA,"3 Weeks to Go","noncompetitive",-5,5,0.006,0.621544053512296,0.378455946487704,-0.23687945782389
"3254",3254,NA,NA,"10/16/2016","10/23/2016",314,"Likely Voters",NA,NA,NA,NA,"6",NA,NA,2016,"AR",16,23,19.5,0.389,0.611,0.378,0.622,1.1,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-21,NA,NA,"upi-cvoter-26409",NA,NA,"Internet","Nonpartisan","None",NA,NA,58,37,NA,NA,"3 Weeks to Go","noncompetitive",-6,6,-0.011,0.621544053512296,0.378455946487704,-0.23687945782389
"3255",3255,NA,NA,"9/30/2016","10/20/2016",464,"Likely Voters",NA,NA,NA,NA,NA,"13",NA,2016,"AR",19,39,29,0.391,0.609,0.378,0.622,1.3,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-19,NA,NA,"ipsos-reuters-26407",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,34,NA,NA,"5 Weeks to Go","noncompetitive",-8,8,-0.013,0.621544053512296,0.378455946487704,-0.23687945782389
"3256",3256,NA,NA,"10/9/2016","10/16/2016",323,"Likely Voters",NA,NA,NA,NA,"6",NA,NA,2016,"AR",23,30,26.5,0.389,0.611,0.378,0.622,1.1,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-21,NA,NA,"upi-cvoter-26291",NA,NA,"Internet","Nonpartisan","None",NA,NA,58,37,NA,NA,"4 Weeks to Go","noncompetitive",-6,6,-0.011,0.621544053512296,0.378455946487704,-0.23687945782389
"3257",3257,NA,NA,"9/23/2016","10/13/2016",495,"Likely Voters",NA,NA,NA,NA,NA,"12",NA,2016,"AR",26,46,36,0.409,0.591,0.378,0.622,3.1,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-16,NA,NA,"ipsos-reuters-26344",NA,NA,"Internet","Nonpartisan","None",NA,NA,52,36,NA,NA,"6 Weeks to Go","noncompetitive",-11,11,-0.031,0.621544053512296,0.378455946487704,-0.23687945782389
"3258",3258,NA,NA,"10/2/2016","10/9/2016",319,"Likely Voters",NA,NA,NA,NA,"7",NA,NA,2016,"AR",30,37,33.5,0.398,0.602,0.378,0.622,2,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-19,NA,NA,"upi-cvoter-26025",NA,NA,"Internet","Nonpartisan","None",NA,NA,56,37,NA,NA,"5 Weeks to Go","noncompetitive",-8,8,-0.02,0.621544053512296,0.378455946487704,-0.23687945782389
"3259",3259,NA,NA,"9/16/2016","10/6/2016",475,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"AR",33,53,43,0.418,0.582,0.378,0.622,4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-15,NA,NA,"ipsos-reuters-26099",NA,NA,"Internet","Nonpartisan","None",NA,NA,53,38,NA,NA,"7 Weeks to Go","noncompetitive",-12,12,-0.04,0.621544053512296,0.378455946487704,-0.23687945782389
"3260",3260,NA,NA,"9/19/2016","10/2/2016",483,"Likely Voters",NA,NA,NA,NA,"6",NA,NA,2016,"AR",37,50,43.5,0.379,0.621,0.378,0.622,0.1,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-23,NA,NA,"upi-cvoter-25901",NA,NA,"Internet","Nonpartisan","None",NA,NA,59,36,NA,NA,"7 Weeks to Go","noncompetitive",-4,4,-0.001,0.621544053512296,0.378455946487704,-0.23687945782389
"3261",3261,NA,NA,"9/9/2016","9/29/2016",462,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"AR",40,60,50,0.451,0.549,0.378,0.622,7.3,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-9,NA,NA,"ipsos-reuters-25852",NA,NA,"Internet","Nonpartisan","None",NA,NA,50,41,NA,NA,"8 Weeks to Go","noncompetitive",-18,18,-0.073,0.621544053512296,0.378455946487704,-0.23687945782389
"3262",3262,NA,NA,"9/12/2016","9/25/2016",483,"Likely Voters",NA,NA,NA,NA,"7",NA,NA,2016,"AR",44,57,50.5,0.383,0.617,0.378,0.622,0.5,NA,NA,NA,NA,NA,"UPI/CVOTER",-27,-22,NA,NA,"upi-cvoter-25730",NA,NA,"Internet","Nonpartisan","None",NA,NA,58,36,NA,NA,"8 Weeks to Go","noncompetitive",-5,5,-0.005,0.621544053512296,0.378455946487704,-0.23687945782389
"3263",3263,NA,NA,"9/2/2016","9/22/2016",433,"Likely Voters",NA,NA,NA,NA,NA,"10",NA,2016,"AR",47,67,57,0.456,0.544,0.378,0.622,7.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-8,NA,NA,"ipsos-reuters-25680",NA,NA,"Internet","Nonpartisan","None",NA,NA,49,41,NA,NA,"9 Weeks to Go","noncompetitive",-19,19,-0.078,0.621544053512296,0.378455946487704,-0.23687945782389
"3264",3264,NA,NA,"8/26/2016","9/15/2016",437,"Likely Voters",NA,NA,NA,NA,NA,"8",NA,2016,"AR",54,74,64,0.446,0.554,0.378,0.622,6.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",-27,-10,NA,NA,"ipsos-reuters-25539",NA,NA,"Internet","Nonpartisan","None",NA,NA,51,41,NA,NA,"10 Weeks to Go","noncompetitive",-17,17,-0.068,0.621544053512296,0.378455946487704,-0.23687945782389
"3265",3265,NA,NA,"8/9/2016","9/1/2016",765,"Registered Voters",NA,NA,NA,NA,NA,"5",NA,2016,"AR",68,91,79.5,0.432,0.568,0.378,0.622,5.4,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-27,-13,NA,NA,"washpost-surveymonkey-25358",NA,NA,"Internet","Nonpartisan","None",NA,NA,54,41,NA,NA,"12 Weeks to Go","noncompetitive",-14,14,-0.054,0.621544053512296,0.378455946487704,-0.23687945782389
"3266",3266,NA,NA,"8/9/2016","9/1/2016",765,"Registered Voters",NA,NA,NA,NA,"14","4",NA,2016,"AR",68,91,79.5,0.446,0.554,0.378,0.622,6.8,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-27,-9,NA,NA,"washpost-surveymonkey-25358",NA,NA,"Internet","Nonpartisan","None",NA,NA,46,37,NA,NA,"12 Weeks to Go","noncompetitive",-18,18,-0.068,0.621544053512296,0.378455946487704,-0.23687945782389
"3267",3267,NA,NA,"6/21/2016","6/21/2016",751,"Registered Voters",NA,NA,NA,NA,"8","9",NA,2016,"AR",140,140,140,0.434,0.566,0.378,0.622,5.6,NA,NA,NA,NA,NA,"Hendrix College/Talk Business",-27,-11,NA,NA,"hendrix-college-talk-business-24779",NA,3.6,"Automated Phone","Nonpartisan","None",NA,NA,47,36,NA,NA,"Summer","noncompetitive",-16,16,-0.056,0.621544053512296,0.378455946487704,-0.23687945782389
"3268",3268,NA,NA,"11/1/2016","11/7/2016",2712,"Likely Voters",NA,NA,NA,NA,"11","2",NA,2016,"CA",1,7,4,0.644,0.356,0.619,0.381,2.5,NA,NA,NA,NA,NA,"SurveyMonkey",30,25,NA,NA,"surveymonkey-26807",1,NA,"Internet","Nonpartisan","None",NA,NA,31,56,NA,NA,"Last week","noncompetitive",5,5,-0.025,0.381271888367034,0.618728111632966,0.231185806209848
"3269",3269,NA,NA,"11/4/2016","11/6/2016",401,"Likely Voters",NA,NA,NA,NA,"7","7",NA,2016,"CA",2,4,3,0.628,0.372,0.619,0.381,0.9,NA,NA,NA,NA,NA,"Insights West",30,22,NA,NA,"insights-west-26815",3,4.9,"Internet","Nonpartisan","None",NA,NA,32,54,NA,NA,"Last week","noncompetitive",8,8,-0.009,0.381271888367034,0.618728111632966,0.231185806209848
"3270",3270,NA,NA,"10/30/2016","11/6/2016",507,"Likely Voters",NA,NA,NA,NA,"5",NA,NA,2016,"CA",2,9,5.5,0.611,0.389,0.619,0.381,0.8,NA,NA,NA,NA,NA,"UPI/CVOTER",30,21,NA,NA,"upi-cvoter-26793",1,NA,"Internet","Nonpartisan","None",NA,NA,37,58,NA,NA,"Last week","noncompetitive",9,9,0.008,0.381271888367034,0.618728111632966,0.231185806209848
"3271",3271,NA,NA,"10/30/2016","11/6/2016",2655,"Likely Voters",NA,NA,NA,NA,"11","3",NA,2016,"CA",2,9,5.5,0.651,0.349,0.619,0.381,3.2,NA,NA,NA,NA,NA,"SurveyMonkey",30,26,NA,NA,"surveymonkey-26769",1,NA,"Internet","Nonpartisan","None",NA,NA,30,56,NA,NA,"Last week","noncompetitive",4,4,-0.032,0.381271888367034,0.618728111632966,0.231185806209848
"3272",3272,NA,NA,"10/17/2016","11/6/2016",1393,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"CA",2,22,12,0.648,0.352,0.619,0.381,2.9,NA,NA,NA,NA,NA,"Ipsos/Reuters",30,27,NA,NA,"ipsos-reuters-26806",1,NA,"Internet","Nonpartisan","None",NA,NA,32,59,NA,NA,"2 Weeks to Go","noncompetitive",3,3,-0.029,0.381271888367034,0.618728111632966,0.231185806209848
"3273",3273,NA,NA,"10/29/2016","11/4/2016",2691,"Likely Voters",NA,NA,NA,NA,"11","3",NA,2016,"CA",4,10,7,0.651,0.349,0.619,0.381,3.2,NA,NA,NA,NA,NA,"SurveyMonkey",30,26,NA,NA,"surveymonkey-26731",1,NA,"Internet","Nonpartisan","None",NA,NA,30,56,NA,NA,"Last week","noncompetitive",4,4,-0.032,0.381271888367034,0.618728111632966,0.231185806209848
"3274",3274,NA,NA,"10/28/2016","11/3/2016",2528,"Likely Voters",NA,NA,NA,NA,"12","3",NA,2016,"CA",5,11,8,0.659,0.341,0.619,0.381,4,NA,NA,NA,NA,NA,"SurveyMonkey",30,27,NA,NA,"surveymonkey-26694",1,NA,"Internet","Nonpartisan","None",NA,NA,29,56,NA,NA,"2 Weeks to Go","noncompetitive",3,3,-0.04,0.381271888367034,0.618728111632966,0.231185806209848
"3275",3275,NA,NA,"10/14/2016","11/3/2016",1524,"Likely Voters",NA,NA,NA,NA,NA,"10",NA,2016,"CA",5,25,15,0.667,0.333,0.619,0.381,4.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",30,30,NA,NA,"ipsos-reuters-26743",1,NA,"Internet","Nonpartisan","None",NA,NA,30,60,NA,NA,"3 Weeks to Go","noncompetitive",0,0,-0.048,0.381271888367034,0.618728111632966,0.231185806209848
"3276",3276,NA,NA,"10/27/2016","11/2/2016",2316,"Likely Voters",NA,NA,NA,NA,"12","3",NA,2016,"CA",6,12,9,0.659,0.341,0.619,0.381,4,NA,NA,NA,NA,NA,"SurveyMonkey",30,27,NA,NA,"surveymonkey-26660",1,NA,"Internet","Nonpartisan","None",NA,NA,29,56,NA,NA,"2 Weeks to Go","noncompetitive",3,3,-0.04,0.381271888367034,0.618728111632966,0.231185806209848
"3277",3277,NA,NA,"10/26/2016","11/1/2016",2284,"Likely Voters",NA,NA,NA,NA,"12","3",NA,2016,"CA",7,13,10,0.647,0.353,0.619,0.381,2.8,NA,NA,NA,NA,NA,"SurveyMonkey",30,25,NA,NA,"surveymonkey-26619",1,NA,"Internet","Nonpartisan","None",NA,NA,30,55,NA,NA,"2 Weeks to Go","noncompetitive",5,5,-0.028,0.381271888367034,0.618728111632966,0.231185806209848
"3278",3278,NA,NA,"10/28/2016","10/31/2016",747,"Likely Voters",NA,NA,NA,NA,"5","4",NA,2016,"CA",8,11,9.5,0.615,0.385,0.619,0.381,0.4,NA,NA,NA,NA,NA,"SurveyUSA/KABC/SCNG",30,21,NA,NA,"surveyusa-kabc-scng-26606",1,3.6,"IVR/Online","Nonpartisan","None",NA,NA,35,56,NA,NA,"2 Weeks to Go","noncompetitive",9,9,0.004,0.381271888367034,0.618728111632966,0.231185806209848
"3279",3279,NA,NA,"10/25/2016","10/31/2016",1498,"Likely Voters",NA,NA,NA,NA,"7","7",NA,2016,"CA",8,14,11,0.616,0.384,0.619,0.381,0.3,NA,NA,NA,NA,NA,"Field/UC Berkeley/YouGov",30,20,NA,NA,"field-uc-berkeley-yougov-26655",1,NA,"Internet","Nonpartisan","None",NA,NA,33,53,NA,NA,"2 Weeks to Go","noncompetitive",10,10,0.003,0.381271888367034,0.618728111632966,0.231185806209848
"3280",3280,NA,NA,"10/25/2016","10/31/2016",2505,"Likely Voters",NA,NA,NA,NA,"12","3",NA,2016,"CA",8,14,11,0.647,0.353,0.619,0.381,2.8,NA,NA,NA,NA,NA,"SurveyMonkey",30,25,NA,NA,"surveymonkey-26596",1,NA,"Internet","Nonpartisan","None",NA,NA,30,55,NA,NA,"2 Weeks to Go","noncompetitive",5,5,-0.028,0.381271888367034,0.618728111632966,0.231185806209848
"3281",3281,NA,NA,"10/24/2016","10/30/2016",2264,"Likely Voters",NA,NA,NA,NA,"12","2",NA,2016,"CA",9,15,12,0.647,0.353,0.619,0.381,2.8,NA,NA,NA,NA,NA,"SurveyMonkey",30,25,NA,NA,"surveymonkey-26572",1,NA,"Internet","Nonpartisan","None",NA,NA,30,55,NA,NA,"2 Weeks to Go","noncompetitive",5,5,-0.028,0.381271888367034,0.618728111632966,0.231185806209848
"3282",3282,NA,NA,"10/22/2016","10/30/2016",1365,"Likely Voters",NA,NA,NA,NA,"8","7",NA,2016,"CA",9,17,13,0.643,0.357,0.619,0.381,2.4,NA,NA,NA,NA,NA,"USC/LA Times",30,24,NA,NA,"usc-la-times-26726",7,2.4,"Live Phone","Nonpartisan","None",NA,NA,30,54,NA,NA,"2 Weeks to Go","noncompetitive",6,6,-0.024,0.381271888367034,0.618728111632966,0.231185806209848
"3283",3283,NA,NA,"10/22/2016","10/30/2016",1365,"Likely Voters",NA,NA,NA,NA,"4","6",NA,2016,"CA",9,17,13,0.637,0.363,0.619,0.381,1.8,NA,NA,NA,NA,NA,"USC/LA Times",30,25,NA,NA,"usc-la-times-26726",2,2.4,"Live Phone","Nonpartisan","None",NA,NA,33,58,NA,NA,"2 Weeks to Go","noncompetitive",5,5,-0.018,0.381271888367034,0.618728111632966,0.231185806209848
"3284",3284,NA,NA,"10/23/2016","10/29/2016",481,"Likely Voters",NA,NA,NA,NA,"4",NA,NA,2016,"CA",10,16,13,0.604,0.396,0.619,0.381,1.5,NA,NA,NA,NA,NA,"UPI/CVOTER",30,20,NA,NA,"upi-cvoter-26592",1,NA,"Internet","Nonpartisan","None",NA,NA,38,58,NA,NA,"2 Weeks to Go","noncompetitive",10,10,0.015,0.381271888367034,0.618728111632966,0.231185806209848
"3285",3285,NA,NA,"10/20/2016","10/28/2016",2431,"Likely Voters",NA,NA,NA,NA,"12","2",NA,2016,"CA",11,19,15,0.635,0.365,0.619,0.381,1.6,NA,NA,NA,NA,NA,"SurveyMonkey",30,23,NA,NA,"surveymonkey-26537",1,NA,"Internet","Nonpartisan","None",NA,NA,31,54,NA,NA,"3 Weeks to Go","noncompetitive",7,7,-0.016,0.381271888367034,0.618728111632966,0.231185806209848
"3286",3286,NA,NA,"10/7/2016","10/27/2016",1779,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"CA",12,32,22,0.714,0.286,0.619,0.381,9.5,NA,NA,NA,NA,NA,"Ipsos/Reuters",30,39,NA,NA,"ipsos-reuters-26585",1,NA,"Internet","Nonpartisan","None",NA,NA,26,65,NA,NA,"4 Weeks to Go","noncompetitive",-9,9,-0.095,0.381271888367034,0.618728111632966,0.231185806209848
